lon,lat,ele,iscurve,start_line,speed_kph,curvature
686028.434790962,4929552.901725302,70.37785678179455,line,41,30.0,1.5588254220217191e-07
686023.8081303044,4929553.681728713,70.42070646750626,line,41,30.0,0.00011399608414774004
686019.1814709393,4929554.461735386,70.463556153218,line,41,30.0,0.00027313673697626923
686014.554088787,4929555.231673599,70.5064058389297,line,41,30.0,0.000203954467236237
686009.9264230719,4929555.997653059,70.54925552464141,line,41,30.0,4.478719418780678e-05
686005.2987586302,4929556.7636357825,70.59210521035313,line,41,30.0,1.5580027500954537e-07
686000.6710954614,4929557.529621771,70.63495489606484,line,41,30.0,1.5577989870182986e-07
685996.0434335661,4929558.295611021,70.67780458177656,line,41,30.0,1.55759090363271e-07
685991.4157729438,4929559.061603536,70.72065426748827,line,41,30.0,1.557700346490059e-07
685986.788113595,4929559.827599311,70.76350395319999,line,41,30.0,1.558323158921958e-07
685982.1604555193,4929560.593598354,70.8063536389117,line,41,30.0,1.5582129969026825e-07
685977.5327987168,4929561.359600659,70.84920332462342,line,41,30.0,1.5577003478889545e-07
685972.9051431875,4929562.125606229,70.89205301033513,line,41,30.0,1.557703228724221e-07
685968.2774889317,4929562.89161506,70.93490269604685,line,41,30.0,0.0014815154517537734
685963.6498359488,4929563.657627156,70.97775238175855,line,41,30.0,0.004546445445037131
685959.0334472172,4929564.553923376,71.02137089322345,line,41,30.0,0.004604647225312224
685954.4292226192,4929565.59090962,71.06581963892943,line,41,30.0,0.0013513803944916365
685949.8248468201,4929566.626383535,71.11026838463539,line,41,30.0,0.0003878145715740871
685945.2188033559,4929567.645308413,71.15471713034137,line,41,30.0,0.00018545235685160207
685940.6127615101,4929568.664236514,71.19916587604735,line,41,30.0,1.571196799661493e-07
685936.0067212824,4929569.6831678385,71.24361462175332,line,41,30.0,1.571189208359909e-07
685931.4006826729,4929570.702102385,71.28806336745929,line,41,30.0,0.0012685722202415346
685926.7946456813,4929571.721040157,71.33251211316527,line,41,30.0,0.0040361951438657095
685922.1788686824,4929572.626469509,71.37696085887123,line,41,30.0,0.004284867215845695
685917.5517251787,4929573.399441016,71.4214096045772,line,41,30.0,0.001505252311327488
685912.9245829578,4929574.172415785,71.46585835028318,line,41,30.0,1.5579613187573744e-07
685908.2974420198,4929574.945393815,71.51030709598916,line,41,30.0,1.5582707300254336e-07
685903.6703023646,4929575.718375108,71.55475584169513,line,41,30.0,4.03155487543789e-05
685899.0431639921,4929576.491359664,71.5992045874011,line,41,30.0,0.0001125965343318409
685894.4162828138,4929577.26788905,71.64365333310707,line,41,30.0,0.00010455081952331735
685889.7896076883,4929578.047255427,71.68810207881305,line,41,30.0,3.227666089771557e-05
685885.1629338542,4929578.826625065,71.73255082451902,line,41,30.0,1.5579449598971694e-07
685880.5362613118,4929579.605997961,71.776999570225,line,41,30.0,1.5586713807058474e-07
685875.909590061,4929580.385374121,71.82144831593097,line,41,30.0,1.558876312984087e-07
685871.2829201017,4929581.164753543,71.86589706163694,line,41,30.0,0.000981496027491265
685866.656251434,4929581.9441362275,71.9103458073429,line,41,30.0,0.0028606877969105135
685862.0366730734,4929582.809956396,71.95479455304888,line,41,30.0,0.005402164366379148
685857.4236334211,4929583.755486448,71.99924329875486,line,41,30.0,0.008373153794460337
685852.8350308368,4929584.933736269,71.75567250961399,line,41,30.0,0.00806543394640385
685848.2737328655,4929586.314099686,71.50711351853992,line,41,30.0,0.004244493740455286
685843.7251080899,4929587.787841192,71.25855452746588,line,41,30.0,0.0010142316160149203
685839.1764855299,4929589.261585825,71.00999553639181,line,41,30.0,0.000391806621785259
685834.6278651857,4929590.735333584,70.76143654531776,line,41,30.0,0.0022626040088470386
685830.0850829219,4929592.244841725,70.51287755424372,line,41,30.0,0.0033225255843112827
685825.5644021654,4929593.889758002,70.26431856316965,line,41,30.0,0.0014563671908593605
685821.0437238402,4929595.534677359,70.01575957209559,line,41,30.0,1.6100714026241765e-07
685816.5230479465,4929597.179599797,69.76720058102154,line,41,30.0,0.001305622468386311
685812.0023744842,4929598.824525315,69.51864158994748,line,41,30.0,0.002897390452548518
685807.50373181,4929600.590035232,69.27008259887342,line,41,30.0,0.062215695933576
685803.0102480683,4929602.383773523,69.02152360779937,line,41,30.0,0.21668062918509026
685804.2253819796,4929607.986157679,69.3964643692817,line,41,30.0,0.03812015832997402
685805.9817056328,4929613.949612863,69.83051470189547,line,41,30.0,0.0024949966911644787
685807.725394035,4929619.920567914,70.26456503450922,line,41,30.0,0.0001346881812405323
685809.4661453427,4929625.893265134,70.698615367123,line,41,30.0,2.1433963327441308e-05
685811.2068930053,4929631.865962969,71.13266569973676,line,41,30.0,9.484532756908936e-08
685812.9476370226,4929637.838661413,71.56671603235051,line,41,30.0,9.484967520949584e-08
685814.6883773947,4929643.811360472,72.00076636496426,line,41,30.0,9.48506562662372e-08
685816.4291141217,4929649.784060142,72.43481669757803,line,41,30.0,0.021829636067747467
685818.1698472034,4929655.756760426,72.8688670301918,line,41,30.0,0.10736010062895825
685815.7713712179,4929659.605252046,72.93671777830576,line,41,30.0,0.09401182568390393
685811.5736220119,4929662.512533013,72.84604067376307,line,41,30.0,0.015266505411806523
685807.3592689922,4929665.371332167,72.75536356922038,line,41,30.0,0.013347235178439451
685803.26728546,4929668.5153952455,72.66468646467769,line,41,30.0,0.022685052422333766
685799.5167357525,4929672.455407711,72.574009360135,line,41,30.0,0.02870703330235329
685796.0839220686,4929676.918187896,72.48333225559229,line,41,30.0,0.027039765712676342
685793.7177763181,4929682.547931146,72.3926551510496,line,41,30.0,0.011850243545049165
685791.4340587305,4929688.265255466,72.30197804650689,line,41,30.0,0.0025655966591475927
685789.2613600439,4929694.06383458,72.2113009419642,line,41,30.0,0.0010833279638428504
685787.102856319,4929699.872801371,72.1206238374215,line,41,30.0,0.0007760427849542289
685784.9443560358,4929705.681768813,72.0299467328788,line,41,30.0,0.0021105666244534754
685782.6718956907,4929711.40656581,71.9392696283361,line,41,30.0,0.0015562264600354838
685780.3584839767,4929717.101115024,71.84859252379341,line,41,30.0,0.0005851255171710913
685778.0450759234,4929722.795664989,71.75791541925072,line,41,30.0,0.002396138515516684
685775.8462987515,4929728.574011846,71.66723831470802,line,41,30.0,0.0019440059847084497
685773.7222064843,4929734.406953883,71.57656121016532,line,41,30.0,0.001163598480778545
685771.5844444353,4929740.229833507,71.48588410562263,line,41,30.0,0.0032759034707787954
685769.2490840612,4929745.907284834,71.39520700107992,line,41,30.0,0.0017526419645850226
685766.9066015597,4929751.579129711,71.30452989653723,line,41,30.0,0.0013138102725108623
685764.5571335878,4929757.245475663,71.21385279199453,line,41,30.0,0.005030918617096117
685762.0721340791,4929762.789564741,71.12317568745183,line,41,30.0,0.006760454997723409
685759.2770375572,4929768.053932539,71.03249858290914,line,41,30.0,0.0028503487414034754
685756.4819452541,4929773.318301447,70.94182147836645,line,41,30.0,1.195451467347281e-07
685753.6868571708,4929778.5826714635,70.85114437382374,line,41,30.0,1.1953616582988927e-07
685750.8917733064,4929783.847042591,70.76046726928105,line,41,30.0,0.00042993815673870393
685748.0966936611,4929789.111414825,70.66979016473834,line,41,30.0,0.0013066940517371573
685745.2571886283,4929794.329148038,70.57911306019565,line,41,30.0,0.0013300900878272005
685742.372224276,4929799.49915685,70.48843595565296,line,41,30.0,0.00044890045520487386
685739.487264222,4929804.669166845,70.39775885111027,line,41,30.0,1.2355859020696392e-07
685736.6023084669,4929809.839178026,70.30708174656758,line,41,30.0,1.2355759501069804e-07
685733.7173570106,4929815.00919039,70.21640464202488,line,41,30.0,1.2355693637475782e-07
685730.8324098531,4929820.179203938,70.12572753748218,line,41,30.0,0.00033714564731640275
685727.9474669943,4929825.349218671,70.03505043293949,line,41,30.0,0.0008904556826278187
685725.0289088576,4929830.482439382,70.0,line,41,30.0,0.0007700994717524454
685722.089171319,4929835.592476608,70.0,line,41,30.0,0.0010021743955680484
685719.1494381235,4929840.702515069,70.0,line,41,30.0,0.0019116336144526585
685716.1336693829,4929845.7253138805,70.0,line,41,30.0,0.0014584900255498257
685713.0870254976,4929850.712685766,70.0,line,41,30.0,0.0003279279725368047
685710.0403860302,4929855.70005898,70.0,line,41,30.0,1.3063018427125323e-07
685706.9937509813,4929860.6874335185,70.0,line,41,30.0,1.306359156076071e-07
685703.9471203501,4929865.674809385,70.0,line,41,30.0,1.3064600978303418e-07
685700.9004941373,4929870.662186579,70.0,line,41,30.0,0.00016463493941914134
685697.8538723427,4929875.6495651,70.0,line,41,30.0,0.0010799670070461126
685694.8227011139,4929880.654773111,70.0,line,41,30.0,0.0022275199612802337
685691.862220403,4929885.741569353,70.0,line,41,30.0,0.0021728337541023625
685688.9577670399,4929890.889874256,70.15059639611175,line,41,30.0,0.001162097032062445
685686.0830820865,4929896.070858236,70.38120222174364,line,41,30.0,0.0002983644842947159
685683.2084014238,4929901.251843393,70.61180804737552,line,41,30.0,0.0005851442084191422
685680.3337250508,4929906.4328297265,70.8424138730074,line,41,30.0,0.002417726278472337
685677.519167392,4929911.674799157,70.86207307880005,line,41,30.0,0.0030278362978648898
685674.834348749,4929917.048376682,70.42648169547626,line,41,30.0,0.001209470399005737
685672.149434675,4929922.4218596555,69.99089031215247,line,41,30.0,1.686926046278297e-06
685669.4644762689,4929927.795297138,69.55529892882869,line,41,30.0,3.2974171221924236e-07
685666.7795219729,4929933.168735642,69.1197075455049,line,41,30.0,1.1454111559491867e-07
685664.0945717877,4929938.5421751635,68.6841161621811,line,41,30.0,1.1455558758257049e-07
685661.4096257128,4929943.915615709,68.2485247788573,line,41,30.0,1.1455275619663566e-07
685658.7246837482,4929949.289057274,67.81293339553352,line,41,30.0,1.1453766848594859e-07
685656.0397458943,4929954.66249986,67.37734201220971,line,41,30.0,1.1453267263958121e-07
685653.3548121506,4929960.035943464,66.94175062888591,line,41,30.0,1.1455579906688807e-07
685650.6698825173,4929965.40938809,66.50615924556212,line,41,30.0,1.1456666899696631e-07
685647.9849569945,4929970.78283374,66.07056786223832,line,41,30.0,1.1453860153393552e-07
685645.3000355823,4929976.156280408,65.63497647891452,line,41,30.0,1.1454297979503414e-07
685642.6151182805,4929981.529728095,65.19938509559074,line,41,30.0,1.1455961615713243e-07
685639.930205089,4929986.903176807,64.76379371226693,line,41,30.0,1.1454452854803057e-07
685637.2452960082,4929992.276626537,64.32820232894315,line,41,30.0,1.1454169730205284e-07
685634.5603910378,4929997.650077287,63.892610945619346,line,41,30.0,1.145518437902816e-07
685631.8754901779,4930003.023529058,63.45701956229555,line,41,30.0,0.0004644283626181389
685629.1905934284,4930008.396981851,63.02142817897176,line,41,30.0,0.0009637274088634705
685626.4553010799,4930013.72129862,62.73027158589964,line,41,30.0,0.0005480661402788702
685623.7167989216,4930019.042473503,62.44658783083616,line,41,30.0,6.711657999963302e-05
685620.9763143728,4930024.361681565,62.16290407577268,line,41,30.0,1.8506702263212574e-05
685618.2358339912,4930029.6808906915,61.879220320709194,line,41,30.0,1.1708921000064011e-07
685615.4953577769,4930035.000100883,61.595536565645716,line,41,30.0,1.170885438465079e-07
685612.7548857295,4930040.31931214,61.311852810582245,line,41,30.0,0.0001772988526769192
685610.0144178495,4930045.638524462,61.02816905551877,line,41,30.0,0.00040620554622437967
685607.2550790381,4930050.9388951715,60.744485300455295,line,41,30.0,0.0002799241447691605
685604.4903538265,4930056.233885634,60.46080154539182,line,41,30.0,1.7351964529431334e-05
685601.7256328055,4930061.528877181,60.177117790328325,line,41,30.0,0.0005353111667873465
685598.9644676064,4930066.827386035,59.89343403526486,line,41,30.0,0.0009647342043527078
685596.2530294447,4930072.1751231,59.609750280201375,line,41,30.0,0.00046332383645319406
685593.5415954209,4930077.522861205,59.326066525137904,line,41,30.0,0.0008700138288361755
685590.8301655353,4930082.870600354,59.042382770074425,line,41,30.0,0.0019583366274246467
685588.213661165,4930088.307746182,58.75869901501095,line,41,30.0,0.0013116262243046514
685585.6230040828,4930093.769234521,58.47501525994747,line,41,30.0,0.00030955945107601464
685583.0319863118,4930099.230392023,58.19133150488399,line,41,30.0,0.00035034580373533974
685580.4505767972,4930104.700208896,58.157362415374536,line,41,30.0,0.0031968104648332518
685577.8900451862,4930110.188853008,58.640741659654395,line,41,30.0,0.047623589335305944
685575.1150003397,4930114.876157986,58.958509453033,curve,196,30.0,0.24852800925784715
685570.3626305277,4930112.157690664,58.79692773229173,curve,196,30.0,0.03892416322365208
685565.8972604866,4930110.51592016,58.63534601155045,line,198,30.0,0.012810231357665205
685561.4033411614,4930108.971981789,58.47376429080917,line,198,30.0,0.0019386074927230928
685556.9023923863,4930107.464244465,58.31218257006789,line,198,30.0,0.0012784799869926208
685552.4014416771,4930105.956510325,58.15060084932662,line,198,30.0,0.0041605274638669655
685547.8873408108,4930104.527326636,57.98901912858534,line,198,30.0,0.00576480779433972
685543.3370959375,4930103.314059852,57.82743740784406,line,198,30.0,0.00613313371600499
685538.7868495336,4930102.100796303,57.665855687102784,line,198,30.0,0.007920942623122906
685534.1945431703,4930101.213816068,57.504273966361495,line,198,30.0,0.008983508545187074
685529.596817448,4930100.368873224,57.34269224562023,line,198,30.0,0.016253121339533005
685524.9793941603,4930099.899385047,57.18111052487894,line,198,30.0,0.021102638035572586
685520.3295204414,4930100.048462577,57.019528804137664,line,198,30.0,0.012039977529848327
685515.682668909,4930100.397737754,57.16209570811917,line,198,30.0,0.002932087325616255
685511.0362335076,4930100.774538063,57.34647561434635,line,198,30.0,0.00031611916585231963
685506.3897988353,4930101.15134168,57.530855520573525,line,198,30.0,1.5436509698328727e-07
685501.7433648924,4930101.528148604,57.7152354268007,line,198,30.0,1.543649261421895e-07
685497.0969316788,4930101.904958833,57.89961533302788,line,198,30.0,1.5438611327977536e-07
685492.4504991943,4930102.2817723695,58.08399523925506,line,198,30.0,1.5438659195692622e-07
685487.8040674392,4930102.658589213,58.268375145482246,line,198,30.0,3.462654721898335e-06
685483.1576364135,4930103.035409363,58.452755051709424,line,198,30.0,1.1375317358878882e-05
685478.5111974122,4930103.411918082,58.6371349579366,line,198,30.0,0.00031922897563328636
685473.8647488009,4930103.788056327,58.82151486416379,line,198,30.0,0.03281099424799121
685469.2259119247,4930104.192472264,59.01532861538028,roundabout,219,30.0,0.0340139189749394
685465.1529738875,4930107.350741635,59.49478557111557,roundabout,219,30.0,0.04964843505635648
685460.5376314658,4930107.984327116,59.974242526850865,roundabout,219,30.0,0.06281171614966743
685456.1119443593,4930106.189096145,60.0,roundabout,219,30.0,0.020624554999965076
685451.4654940036,4930106.464956158,59.40926088088178,line,223,30.0,0.023993926138096765
685446.8170698859,4930106.754330076,58.80340567304809,line,223,30.0,0.0013879792317915663
685442.1686463737,4930107.043707307,58.19755046521441,line,223,30.0,0.003036422795456014
685437.5230826768,4930107.440171764,57.59169525738074,line,223,30.0,0.002369838934692902
685432.8788474568,4930107.886364351,56.98584004954708,line,223,30.0,0.000570072299088084
685428.2346130639,4930108.332560241,56.3799848417134,line,223,30.0,1.5459703478108286e-07
685423.5903794981,4930108.778759432,55.77412963387973,line,223,30.0,1.4735545960808662e-05
685418.9461467591,4930109.224961923,55.16827442604606,line,223,30.0,7.062143338878958e-05
685414.3018692489,4930109.669869615,54.56241921821239,line,223,30.0,9.67351133778987e-05
685409.6574670232,4930110.111206805,53.95656401037872,line,223,30.0,4.0847140280830236e-05
685405.0130656178,4930110.552547298,53.350708802545064,line,223,30.0,1.5456245082312454e-07
685400.3686650326,4930110.993891092,52.74485359471136,line,223,30.0,1.54519776886336e-07
685395.7242652674,4930111.435238187,52.13899838687769,line,223,30.0,1.545095570988295e-07
685391.0798663225,4930111.87658858,51.53314317904404,line,223,30.0,4.711497120037723e-06
685386.4354681979,4930112.317942277,50.92728797121037,line,223,30.0,4.565106519666213e-05
685381.7910561907,4930112.758875119,50.32143276337669,line,223,30.0,7.68637217604578e-05
685377.1465360062,4930113.196666911,49.71557755554303,line,223,30.0,0.00020573296012533747
685372.5020166368,4930113.634462005,49.10972234770936,line,223,30.0,0.00037712584850004596
685367.857002767,4930114.057459161,49.34088466003769,line,223,30.0,0.00024491567806430453
685363.2118801475,4930114.477186248,49.75715772548772,line,223,30.0,3.742532622987655e-05
685358.5667583175,4930114.896916638,50.17343079093776,line,223,30.0,1.5450808681625626e-07
685353.9216372774,4930115.316650333,50.58970385638779,line,223,30.0,1.5446549627042212e-07
685349.2765170268,4930115.736387329,51.00597692183783,line,223,30.0,1.544869848748962e-07
685344.6313975661,4930116.156127628,51.422249987287856,line,223,30.0,1.5451889247359241e-07
685339.986278895,4930116.575871232,51.8385230527379,line,223,30.0,1.5447618149978163e-07
685335.3411610136,4930116.9956181375,52.254796118187926,line,223,30.0,1.5447635052116988e-07
685330.696043922,4930117.415368346,52.671069183637954,line,223,30.0,1.544868181180843e-07
685326.0509276199,4930117.835121858,53.08734224908798,line,223,30.0,1.5448686672438947e-07
685321.4058121075,4930118.254878671,53.50361531453802,line,223,30.0,1.545193763833341e-07
685316.7606973848,4930118.67463879,53.91988837998805,line,223,30.0,1.5448744560031562e-07
685312.115583452,4930119.094402211,54.336161445438094,line,223,30.0,1.5447635276544043e-07
685307.4704703088,4930119.514168934,54.75243451088813,line,223,30.0,1.5448706117509164e-07
685302.8253579552,4930119.9339389615,55.168707576338164,line,223,30.0,1.544874710295074e-07
685298.1802463913,4930120.35371229,55.58498064178819,line,223,30.0,1.544876400627763e-07
685293.5351356172,4930120.773488924,56.00125370723823,line,223,30.0,1.544766676242092e-07
685288.8900256329,4930121.193268857,56.41752677268826,line,223,30.0,1.5451899422937918e-07
685284.244916438,4930121.613052097,56.83379983813828,line,223,30.0,5.9773630706928645e-05
685279.5998080329,4930122.032838639,57.25007290358831,line,223,30.0,0.00025333440362456836
685274.9548739258,4930122.457821584,57.666345969038346,line,223,30.0,0.005193014007603943
685270.3103305019,4930122.8944768645,58.08261903448839,line,223,30.0,0.011120888329963965
685265.6930501431,4930123.753897176,58.498892099938416,line,223,30.0,0.06365550389076684
685261.0832635269,4930124.729504904,58.915165165388444,line,223,30.0,0.13551313319448444
685259.6419603546,4930130.155672664,59.145187827106746,curve,265,30.0,0.015851574515655355
685257.495559165,4930135.906650076,59.327537888844816,curve,265,30.0,0.023376228368718065
685254.489974915,4930140.9034865005,59.50988795058288,curve,265,30.0,0.01852369966797697
685251.0473496222,4930145.368775276,59.692238012320956,line,268,30.0,0.004454622748686232
685247.6235695597,4930149.854354787,59.874588074059034,line,268,30.0,0.0017586612530279863
685244.2288645495,4930154.382157137,59.89563216621936,line,268,50.0,0.0018998493615066199
685240.8939973427,4930158.996689856,59.56138376368667,line,268,50.0,0.01179045714647171
685237.5574132839,4930163.608795169,59.22713536115394,line,268,50.0,0.0836306460236957
685233.9788677215,4930165.787009926,59.0,line,268,50.0,0.21172690609968073
685229.8914682745,4930162.80282161,58.99999999999999,line,268,50.0,0.038086328074756905
685225.812633654,4930159.7964248145,58.99999999999999,line,268,50.0,0.0001996102965155252
685221.7335067759,4930156.79077474,59.0,line,268,50.0,7.729101038682674e-05
685217.6540365568,4930153.786003125,59.0,line,268,50.0,0.0008773812156581623
685213.5785579464,4930150.7710892195,59.0,line,268,50.0,0.0014555417323702216
685209.5296214235,4930147.688772773,59.0,line,268,50.0,0.0006728679087452452
685205.4806810855,4930144.606458978,59.0,line,268,50.0,1.7065313296797031e-07
685201.4317369321,4930141.524147832,59.0,line,268,50.0,1.706451538804781e-07
685197.3827889638,4930138.441839334,59.0,line,268,50.0,2.004038492943329e-05
685193.3338371802,4930135.359533487,59.0,line,268,50.0,0.0004631918735136782
685189.2856939258,4930132.275217696,59.0,line,268,50.0,0.0008627042912324195
685185.2545492721,4930129.148780829,59.0,line,268,50.0,0.00011278991483110045
685181.2234007603,4930126.0223465925,59.0,line,268,50.0,0.000919178822897337
685177.1797952098,4930122.926685768,59.0,line,268,50.0,0.001209604439693741
685173.1240675334,4930119.861519342,59.0,line,268,50.0,0.0008892659875328548
685169.0568329606,4930116.8253011415,59.0,line,268,50.0,0.0010549364776968448
685164.9895946177,4930113.789085608,59.0,line,268,50.0,0.0023869448452926273
685160.89331475,4930110.8292949265,59.0,line,268,50.0,0.0025029850835237514
685156.7648520032,4930107.954196948,59.0,line,268,50.0,0.0006200368350469956
685152.636385651,4930105.079101712,59.0,line,268,50.0,0.0030387312890200117
685148.5630276626,4930102.058772989,59.0,line,268,50.0,0.0016425865520154695
685144.4932826991,4930099.028915652,59.0,line,268,50.0,9.505036944211314e-05
685140.4235339721,4930095.999060988,59.0,line,268,50.0,1.7060770572397532e-07
685136.3537814817,4930092.969209,59.0,line,268,50.0,1.7060756225515805e-07
685132.2840252279,4930089.939359683,59.0,line,268,50.0,1.7060809392276374e-07
685128.2142652106,4930086.909513041,59.0,line,268,50.0,1.7059209070459767e-07
685124.1445014297,4930083.879669071,59.0,line,268,50.0,1.7059987709550147e-07
685120.0747338857,4930080.849827776,59.0,line,268,50.0,1.7060175899890133e-07
685116.0049625778,4930077.819989153,59.0,line,268,50.0,1.7059166027013337e-07
685111.9351875067,4930074.7901532035,59.0,line,268,50.0,1.7059742131771274e-07
685107.8654086723,4930071.760319928,59.0,line,268,50.0,1.7061448782597924e-07
685103.7956260743,4930068.730489325,59.0,line,268,50.0,1.7060708962566707e-07
685099.7258397128,4930065.700661398,59.0,line,268,50.0,1.7059108640261082e-07
685095.656049588,4930062.67083614,59.0,line,268,50.0,1.7060477732166558e-07
685091.5862556996,4930059.64101356,59.0,line,268,50.0,1.705894492505565e-07
685087.5164580481,4930056.61119365,59.0,line,268,50.0,1.7059791073488234e-07
685083.446656633,4930053.581376415,59.0,line,268,50.0,1.70605022043901e-07
685079.3768514546,4930050.551561854,59.0,line,268,50.0,1.705837894073186e-07
685075.3070425128,4930047.521749964,59.0,line,268,50.0,1.7060676039707858e-07
685071.2372298073,4930044.491940749,59.0,line,268,50.0,1.7060391651580733e-07
685067.1674133386,4930041.462134208,59.0,line,268,50.0,1.7058791331039434e-07
685063.0975931064,4930038.432330338,59.0,line,268,50.0,1.7060295446520625e-07
685059.027769111,4930035.402529144,59.0,line,268,50.0,1.7060281101380117e-07
685054.9579413522,4930032.372730622,59.0,line,268,50.0,1.705901833404554e-07
685050.88810983,4930029.342934774,59.0,line,268,50.0,1.7058278508479692e-07
685046.8182745441,4930026.313141598,59.0,line,268,50.0,1.7059512581463987e-07
685042.7484354952,4930023.283351096,59.0,line,268,50.0,1.7060358732210442e-07
685038.6785926826,4930020.253563268,59.0,line,268,50.0,1.706027687468192e-07
685034.6087461067,4930017.223778113,59.0,line,268,50.0,1.7060060000361105e-07
685030.5388957675,4930014.193995632,59.0,line,268,50.0,1.7059522706886913e-07
685026.4690416651,4930011.164215824,59.0,line,268,50.0,1.7059643378280446e-07
685022.3991837989,4930008.13443869,59.0,line,268,50.0,1.7058633516714203e-07
685018.3293221697,4930005.104664228,59.0,line,268,50.0,1.705927713624233e-07
685014.259456777,4930002.07489244,59.0,line,268,50.0,0.0009664303313125193
685010.189587621,4929999.045123326,59.0,line,268,50.0,0.005392194193509882
685006.1599736556,4929995.921240896,59.0,line,268,50.0,0.007620820888526327
685002.2760536239,4929992.4567534225,59.0,line,268,50.0,0.004204836473764642
684998.3921294322,4929988.992268409,59.0,line,268,50.0,0.00806384284349119
684994.5586706125,4929985.432842193,59.0,curve,332,50.0,0.01134034304751435
684991.047742637,4929981.261365372,59.0,line,333,50.0,0.004756485046197266
684987.4746827773,4929977.203466483,59.0,line,333,50.0,0.061666285684928865
684983.7198094488,4929974.409202132,59.00000000000001,line,333,50.0,0.161842054655275
684979.2727021703,4929976.426196262,59.0,line,333,50.0,0.04274202120390451
